,source,target,1
62176,0uBrmlGaTI6nSg4JpVC1VR,4mplweFSgMgpH03ruEMEMv,1
62181,0uBrmlGaTI6nSg4JpVC1VR,1ZhBDHnGPkPciEyJBzfq3p,1
62183,0uBrmlGaTI6nSg4JpVC1VR,2MGJBRRGEj9m6MxJIq7fLn,1
62189,0uBrmlGaTI6nSg4JpVC1VR,1tF9HtIFX8fJfBo64FIJ8S,1
63525,5MvyMusqNikgVgkKHLc3pb,5V2zReaoPvB7EsZ4160uLG,1
63529,5MvyMusqNikgVgkKHLc3pb,2lzeV1nxm8MB7z85L53JV2,1
63532,5MvyMusqNikgVgkKHLc3pb,7iR5h6yGnTiswjsmj624Rq,1
63534,5MvyMusqNikgVgkKHLc3pb,04MtOUkmIDC4LAxDDBjrOY,1
63535,5MvyMusqNikgVgkKHLc3pb,0v4CvkMzWBQ1wZIMl2BqQW,1
63542,5MvyMusqNikgVgkKHLc3pb,1G2QbSM5dLTtqeZHYnxXsF,1
65314,3WrFJ7ztbogyGnTHbHJFl2,3oDbviiivRWhXwIE8hxkVV,1
65315,3WrFJ7ztbogyGnTHbHJFl2,22bE4uQ6baNwSHPVcDxLCe,1
65316,3WrFJ7ztbogyGnTHbHJFl2,1SQRv42e4PjEYfPhS0Tk9E,1
65317,3WrFJ7ztbogyGnTHbHJFl2,6waa8mKu91GjzD4NlONlNJ,1
65329,3WrFJ7ztbogyGnTHbHJFl2,43ZHCT0cAZBISjO8DG9PnE,1
69147,04MtOUkmIDC4LAxDDBjrOY,5MvyMusqNikgVgkKHLc3pb,1
69149,04MtOUkmIDC4LAxDDBjrOY,0v4CvkMzWBQ1wZIMl2BqQW,1
69152,04MtOUkmIDC4LAxDDBjrOY,7iR5h6yGnTiswjsmj624Rq,1
69155,04MtOUkmIDC4LAxDDBjrOY,5V2zReaoPvB7EsZ4160uLG,1
69159,04MtOUkmIDC4LAxDDBjrOY,2lzeV1nxm8MB7z85L53JV2,1
69162,04MtOUkmIDC4LAxDDBjrOY,1G2QbSM5dLTtqeZHYnxXsF,1
70464,4gzpq5DPGxSnKTe4SA8HAU,51Blml2LZPmy7TTiAg47vQ,1
70469,4gzpq5DPGxSnKTe4SA8HAU,2HcwFjNelS49kFbfvMxQYw,1
70865,3pqfZ3xfayx6qJWcsVcXnS,2x8IIf3l8n2kJgLOxcYP29,1
70870,3pqfZ3xfayx6qJWcsVcXnS,5OWsH2lF65ygWcLYWic6rq,1
70876,3pqfZ3xfayx6qJWcsVcXnS,0EyzZUO2ycn0hLjKDFT7Hb,1
70877,3pqfZ3xfayx6qJWcsVcXnS,0v4CvkMzWBQ1wZIMl2BqQW,1
73554,1G2QbSM5dLTtqeZHYnxXsF,5OWsH2lF65ygWcLYWic6rq,1
73565,1G2QbSM5dLTtqeZHYnxXsF,0EyzZUO2ycn0hLjKDFT7Hb,1
73569,1G2QbSM5dLTtqeZHYnxXsF,2x8IIf3l8n2kJgLOxcYP29,1
73570,1G2QbSM5dLTtqeZHYnxXsF,0v4CvkMzWBQ1wZIMl2BqQW,1
77241,0LcJLqbBmaGUft1e9Mm8HV,2eogQKWWoohI3BSnoG7E2U,1
77242,0LcJLqbBmaGUft1e9Mm8HV,54R6Y0I7jGUCveDTtI21nb,1
77247,0LcJLqbBmaGUft1e9Mm8HV,1LZEQNv7sE11VDY3SdxQeN,1
77250,0LcJLqbBmaGUft1e9Mm8HV,1zuJe6b1roixEKMOtyrEak,1
77499,1SQRv42e4PjEYfPhS0Tk9E,6waa8mKu91GjzD4NlONlNJ,1
77503,1SQRv42e4PjEYfPhS0Tk9E,67ea9eGLXYMsO2eYQRui3w,1
79540,5pKCCKE2ajJHZ9KAiaK11H,6vWDO969PvNqNYHIOW5v0m,1
79544,5pKCCKE2ajJHZ9KAiaK11H,1l7ZsJRRS8wlW3WfJfPfNS,1
79545,5pKCCKE2ajJHZ9KAiaK11H,26dSoYclwsYLMAKD3tpOr4,1
79552,5pKCCKE2ajJHZ9KAiaK11H,23zg3TcAtWQy7J6upgbUnj,1
79555,5pKCCKE2ajJHZ9KAiaK11H,2DlGxzQSjYe5N6G9nkYghR,1
81283,1Cs0zKBU1kc0i8ypK3B9ai,2o5jDhtHVPhrJdv3cEQ99Z,1
83941,7guDJrEfX3qb6FEbdPA5qi,3MdG05syQeRYPPcClLaUGl,1
88465,0oSGxfWSnnOXhD2fKuz2Gy,1dfeR4HaWDbWqFHLkxsg1d,1
88468,0oSGxfWSnnOXhD2fKuz2Gy,1SQRv42e4PjEYfPhS0Tk9E,1
88478,0oSGxfWSnnOXhD2fKuz2Gy,67ea9eGLXYMsO2eYQRui3w,1
88641,22bE4uQ6baNwSHPVcDxLCe,67ea9eGLXYMsO2eYQRui3w,1
88642,22bE4uQ6baNwSHPVcDxLCe,1SQRv42e4PjEYfPhS0Tk9E,1
88647,22bE4uQ6baNwSHPVcDxLCe,6waa8mKu91GjzD4NlONlNJ,1
90025,2QU0ew2k2IZJifa8VWevSv,5V2zReaoPvB7EsZ4160uLG,1
90029,2QU0ew2k2IZJifa8VWevSv,0EyzZUO2ycn0hLjKDFT7Hb,1
90030,2QU0ew2k2IZJifa8VWevSv,1G2QbSM5dLTtqeZHYnxXsF,1
90034,2QU0ew2k2IZJifa8VWevSv,1tF9HtIFX8fJfBo64FIJ8S,1
94866,3oDbviiivRWhXwIE8hxkVV,1SQRv42e4PjEYfPhS0Tk9E,1
94867,3oDbviiivRWhXwIE8hxkVV,6waa8mKu91GjzD4NlONlNJ,1
3030,3gMaNLQm7D9MornNILzdSl,3fMbdgg4jU18AjLCKBhRSm,1
3031,7guDJrEfX3qb6FEbdPA5qi,3fMbdgg4jU18AjLCKBhRSm,1
3032,4qwGe91Bz9K2T8jXTZ815W,3fMbdgg4jU18AjLCKBhRSm,1
3033,5a2EaR3hamoenG9rDuVn8j,3fMbdgg4jU18AjLCKBhRSm,1
3037,6tbjWDEIzxoDsBA1FuhfPW,3fMbdgg4jU18AjLCKBhRSm,1
3038,6XpaIBNiVzIetEPCWDvAFP,3fMbdgg4jU18AjLCKBhRSm,1
3040,3MdG05syQeRYPPcClLaUGl,3fMbdgg4jU18AjLCKBhRSm,1
3043,2eogQKWWoohI3BSnoG7E2U,3fMbdgg4jU18AjLCKBhRSm,1
3045,31TPClRtHm23RisEBtV3X7,3fMbdgg4jU18AjLCKBhRSm,1
5005,1SQRv42e4PjEYfPhS0Tk9E,08GQAI4eElDnROBrJRGE0X,1
5281,4RVnAU35WRWra6OZ3CbbMA,2HcwFjNelS49kFbfvMxQYw,1
6220,4RVnAU35WRWra6OZ3CbbMA,26dSoYclwsYLMAKD3tpOr4,1
7845,2eogQKWWoohI3BSnoG7E2U,1LZEQNv7sE11VDY3SdxQeN,1
7850,2y8Jo9CKhJvtfeKOsYzRdT,1LZEQNv7sE11VDY3SdxQeN,1
7852,6waa8mKu91GjzD4NlONlNJ,1LZEQNv7sE11VDY3SdxQeN,1
7858,3gMaNLQm7D9MornNILzdSl,1LZEQNv7sE11VDY3SdxQeN,1
7983,3MdG05syQeRYPPcClLaUGl,3gMaNLQm7D9MornNILzdSl,1
10440,6waa8mKu91GjzD4NlONlNJ,67ea9eGLXYMsO2eYQRui3w,1
13592,2y8Jo9CKhJvtfeKOsYzRdT,3PhoLpVuITZKcymswpck5b,1
13609,6waa8mKu91GjzD4NlONlNJ,3PhoLpVuITZKcymswpck5b,1
15125,3D2GUXbtlL3r2d5HJEnsFD,6ltVunYjAAD70YtVO6rxvX,1
22326,2o5jDhtHVPhrJdv3cEQ99Z,1vCWHaC5f2uS3yhpwWbIA6,1
26162,31TPClRtHm23RisEBtV3X7,0du5cEVh5yTK9QJze8zA0C,1
26172,23zg3TcAtWQy7J6upgbUnj,0du5cEVh5yTK9QJze8zA0C,1
26174,4iHNK0tOyZPYnBU7nGAgpQ,0du5cEVh5yTK9QJze8zA0C,1
26179,1l7ZsJRRS8wlW3WfJfPfNS,0du5cEVh5yTK9QJze8zA0C,1
27784,1tF9HtIFX8fJfBo64FIJ8S,7jQDCbxYM9t8bLCd2n8ONI,1
27789,5MvyMusqNikgVgkKHLc3pb,7jQDCbxYM9t8bLCd2n8ONI,1
27790,5V2zReaoPvB7EsZ4160uLG,7jQDCbxYM9t8bLCd2n8ONI,1
27791,1G2QbSM5dLTtqeZHYnxXsF,7jQDCbxYM9t8bLCd2n8ONI,1
34126,2eogQKWWoohI3BSnoG7E2U,54R6Y0I7jGUCveDTtI21nb,1
35145,4qwGe91Bz9K2T8jXTZ815W,4iHNK0tOyZPYnBU7nGAgpQ,1
35431,0v4CvkMzWBQ1wZIMl2BqQW,5V2zReaoPvB7EsZ4160uLG,1
35474,31TPClRtHm23RisEBtV3X7,04gDigrS5kc9YWfZHwBETP,1
35478,1KCSPY1glIKqW2TotWuXOR,04gDigrS5kc9YWfZHwBETP,1
36379,3pqfZ3xfayx6qJWcsVcXnS,1ZhBDHnGPkPciEyJBzfq3p,1
36383,2x8IIf3l8n2kJgLOxcYP29,1ZhBDHnGPkPciEyJBzfq3p,1
36384,5OWsH2lF65ygWcLYWic6rq,1ZhBDHnGPkPciEyJBzfq3p,1
37906,6waa8mKu91GjzD4NlONlNJ,43ZHCT0cAZBISjO8DG9PnE,1
38881,1l7ZsJRRS8wlW3WfJfPfNS,1KCSPY1glIKqW2TotWuXOR,1
38885,26dSoYclwsYLMAKD3tpOr4,1KCSPY1glIKqW2TotWuXOR,1
39082,2DlGxzQSjYe5N6G9nkYghR,1l7ZsJRRS8wlW3WfJfPfNS,1
39089,4iHNK0tOyZPYnBU7nGAgpQ,1l7ZsJRRS8wlW3WfJfPfNS,1
41332,7iR5h6yGnTiswjsmj624Rq,3D2GUXbtlL3r2d5HJEnsFD,1
41335,3FTKP1k9VbOng3m1rgnsqx,3D2GUXbtlL3r2d5HJEnsFD,1
41340,5MvyMusqNikgVgkKHLc3pb,3D2GUXbtlL3r2d5HJEnsFD,1
41343,04MtOUkmIDC4LAxDDBjrOY,3D2GUXbtlL3r2d5HJEnsFD,1
41345,5V2zReaoPvB7EsZ4160uLG,3D2GUXbtlL3r2d5HJEnsFD,1
41374,4qwGe91Bz9K2T8jXTZ815W,5a2EaR3hamoenG9rDuVn8j,1
41378,7guDJrEfX3qb6FEbdPA5qi,5a2EaR3hamoenG9rDuVn8j,1
42510,4qwGe91Bz9K2T8jXTZ815W,6XpaIBNiVzIetEPCWDvAFP,1
42516,3MdG05syQeRYPPcClLaUGl,6XpaIBNiVzIetEPCWDvAFP,1
42517,3gMaNLQm7D9MornNILzdSl,6XpaIBNiVzIetEPCWDvAFP,1
42519,2eogQKWWoohI3BSnoG7E2U,6XpaIBNiVzIetEPCWDvAFP,1
45067,26dSoYclwsYLMAKD3tpOr4,6jJ0s89eD6GaHleKKya26X,1
45070,1l7ZsJRRS8wlW3WfJfPfNS,6jJ0s89eD6GaHleKKya26X,1
49505,67ea9eGLXYMsO2eYQRui3w,1dfeR4HaWDbWqFHLkxsg1d,1
49571,6waa8mKu91GjzD4NlONlNJ,2y8Jo9CKhJvtfeKOsYzRdT,1
49837,2eogQKWWoohI3BSnoG7E2U,1zuJe6b1roixEKMOtyrEak,1
49841,3MdG05syQeRYPPcClLaUGl,1zuJe6b1roixEKMOtyrEak,1
49852,3gMaNLQm7D9MornNILzdSl,1zuJe6b1roixEKMOtyrEak,1
50519,1iTlOqIrZy8DlvCPJY2sjS,4gIdjgLlvgEOz7MexDZzpM,1
50698,2eogQKWWoohI3BSnoG7E2U,6tbjWDEIzxoDsBA1FuhfPW,1
50700,4qwGe91Bz9K2T8jXTZ815W,6tbjWDEIzxoDsBA1FuhfPW,1
50706,1zuJe6b1roixEKMOtyrEak,6tbjWDEIzxoDsBA1FuhfPW,1
50707,1l7ZsJRRS8wlW3WfJfPfNS,6tbjWDEIzxoDsBA1FuhfPW,1
50712,26dSoYclwsYLMAKD3tpOr4,6tbjWDEIzxoDsBA1FuhfPW,1
51143,0v4CvkMzWBQ1wZIMl2BqQW,0EyzZUO2ycn0hLjKDFT7Hb,1
51757,3gMaNLQm7D9MornNILzdSl,4lxfqrEsLX6N1N4OCSkILp,1
52619,2x8IIf3l8n2kJgLOxcYP29,1tF9HtIFX8fJfBo64FIJ8S,1
52622,3pqfZ3xfayx6qJWcsVcXnS,1tF9HtIFX8fJfBo64FIJ8S,1
52624,1G2QbSM5dLTtqeZHYnxXsF,1tF9HtIFX8fJfBo64FIJ8S,1
52630,0EyzZUO2ycn0hLjKDFT7Hb,1tF9HtIFX8fJfBo64FIJ8S,1
57565,1zuJe6b1roixEKMOtyrEak,19ra5tSw0tWufvUp8GotLo,1
57595,1tF9HtIFX8fJfBo64FIJ8S,2MGJBRRGEj9m6MxJIq7fLn,1
57600,1ZhBDHnGPkPciEyJBzfq3p,2MGJBRRGEj9m6MxJIq7fLn,1
57604,5OWsH2lF65ygWcLYWic6rq,2MGJBRRGEj9m6MxJIq7fLn,1
57609,3pqfZ3xfayx6qJWcsVcXnS,2MGJBRRGEj9m6MxJIq7fLn,1
58706,4qwGe91Bz9K2T8jXTZ815W,2DlGxzQSjYe5N6G9nkYghR,1
58710,4iHNK0tOyZPYnBU7nGAgpQ,2DlGxzQSjYe5N6G9nkYghR,1
58712,6vWDO969PvNqNYHIOW5v0m,2DlGxzQSjYe5N6G9nkYghR,1
59096,1l7ZsJRRS8wlW3WfJfPfNS,31TPClRtHm23RisEBtV3X7,1
59099,4qwGe91Bz9K2T8jXTZ815W,31TPClRtHm23RisEBtV3X7,1
59100,23zg3TcAtWQy7J6upgbUnj,31TPClRtHm23RisEBtV3X7,1
59104,26dSoYclwsYLMAKD3tpOr4,31TPClRtHm23RisEBtV3X7,1
59180,3eqjTLE0HfPfh78zjh6TqT,51Blml2LZPmy7TTiAg47vQ,1
59723,4qwGe91Bz9K2T8jXTZ815W,6vWDO969PvNqNYHIOW5v0m,1
59724,4iHNK0tOyZPYnBU7nGAgpQ,6vWDO969PvNqNYHIOW5v0m,1
59729,6XpaIBNiVzIetEPCWDvAFP,6vWDO969PvNqNYHIOW5v0m,1
59735,1l7ZsJRRS8wlW3WfJfPfNS,6vWDO969PvNqNYHIOW5v0m,1
60899,5OWsH2lF65ygWcLYWic6rq,4mplweFSgMgpH03ruEMEMv,1
60904,3pqfZ3xfayx6qJWcsVcXnS,4mplweFSgMgpH03ruEMEMv,1
61489,2QU0ew2k2IZJifa8VWevSv,1iTlOqIrZy8DlvCPJY2sjS,1
61494,4mplweFSgMgpH03ruEMEMv,1iTlOqIrZy8DlvCPJY2sjS,1
61497,7rgKxnnBAsZ7Q04d6jICu6,1iTlOqIrZy8DlvCPJY2sjS,1
61500,6ltVunYjAAD70YtVO6rxvX,1iTlOqIrZy8DlvCPJY2sjS,1
62181,1ZhBDHnGPkPciEyJBzfq3p,0uBrmlGaTI6nSg4JpVC1VR,1
62189,1tF9HtIFX8fJfBo64FIJ8S,0uBrmlGaTI6nSg4JpVC1VR,1
63542,1G2QbSM5dLTtqeZHYnxXsF,5MvyMusqNikgVgkKHLc3pb,1
65314,3oDbviiivRWhXwIE8hxkVV,3WrFJ7ztbogyGnTHbHJFl2,1
65315,22bE4uQ6baNwSHPVcDxLCe,3WrFJ7ztbogyGnTHbHJFl2,1
65316,1SQRv42e4PjEYfPhS0Tk9E,3WrFJ7ztbogyGnTHbHJFl2,1
65317,6waa8mKu91GjzD4NlONlNJ,3WrFJ7ztbogyGnTHbHJFl2,1
65329,43ZHCT0cAZBISjO8DG9PnE,3WrFJ7ztbogyGnTHbHJFl2,1
69155,5V2zReaoPvB7EsZ4160uLG,04MtOUkmIDC4LAxDDBjrOY,1
69162,1G2QbSM5dLTtqeZHYnxXsF,04MtOUkmIDC4LAxDDBjrOY,1
70464,51Blml2LZPmy7TTiAg47vQ,4gzpq5DPGxSnKTe4SA8HAU,1
70469,2HcwFjNelS49kFbfvMxQYw,4gzpq5DPGxSnKTe4SA8HAU,1
73569,2x8IIf3l8n2kJgLOxcYP29,1G2QbSM5dLTtqeZHYnxXsF,1
73570,0v4CvkMzWBQ1wZIMl2BqQW,1G2QbSM5dLTtqeZHYnxXsF,1
77241,2eogQKWWoohI3BSnoG7E2U,0LcJLqbBmaGUft1e9Mm8HV,1
77242,54R6Y0I7jGUCveDTtI21nb,0LcJLqbBmaGUft1e9Mm8HV,1
77247,1LZEQNv7sE11VDY3SdxQeN,0LcJLqbBmaGUft1e9Mm8HV,1
77250,1zuJe6b1roixEKMOtyrEak,0LcJLqbBmaGUft1e9Mm8HV,1
77499,6waa8mKu91GjzD4NlONlNJ,1SQRv42e4PjEYfPhS0Tk9E,1
79540,6vWDO969PvNqNYHIOW5v0m,5pKCCKE2ajJHZ9KAiaK11H,1
79544,1l7ZsJRRS8wlW3WfJfPfNS,5pKCCKE2ajJHZ9KAiaK11H,1
79545,26dSoYclwsYLMAKD3tpOr4,5pKCCKE2ajJHZ9KAiaK11H,1
79552,23zg3TcAtWQy7J6upgbUnj,5pKCCKE2ajJHZ9KAiaK11H,1
79555,2DlGxzQSjYe5N6G9nkYghR,5pKCCKE2ajJHZ9KAiaK11H,1
81283,2o5jDhtHVPhrJdv3cEQ99Z,1Cs0zKBU1kc0i8ypK3B9ai,1
83941,3MdG05syQeRYPPcClLaUGl,7guDJrEfX3qb6FEbdPA5qi,1
88468,1SQRv42e4PjEYfPhS0Tk9E,0oSGxfWSnnOXhD2fKuz2Gy,1
88478,67ea9eGLXYMsO2eYQRui3w,0oSGxfWSnnOXhD2fKuz2Gy,1
88642,1SQRv42e4PjEYfPhS0Tk9E,22bE4uQ6baNwSHPVcDxLCe,1
88647,6waa8mKu91GjzD4NlONlNJ,22bE4uQ6baNwSHPVcDxLCe,1
90030,1G2QbSM5dLTtqeZHYnxXsF,2QU0ew2k2IZJifa8VWevSv,1
90034,1tF9HtIFX8fJfBo64FIJ8S,2QU0ew2k2IZJifa8VWevSv,1
94866,1SQRv42e4PjEYfPhS0Tk9E,3oDbviiivRWhXwIE8hxkVV,1
94867,6waa8mKu91GjzD4NlONlNJ,3oDbviiivRWhXwIE8hxkVV,1
